,subject,label,body
4534,angela merkel,3,"The New Statesman's cover reads 'The Motherhood Trap', with an illustration of Sturgeon (pictured), Angela Merkel, Theresa May and Liz"
4535,angela merkel,3,LOL at Mar doing the Angela Merkel hand rest gesture. #SONA  #SONA2015
4536,angela merkel,3,"MOSCOW, May 6 (Reuters) - Russian President Vladimir Putin and German Chancellor Angela Merkel will discuss the crisis in Ukraine at talks"
4537,angela merkel,3,If Angela Merkel fainted at Bayreuth Tristan it may be the only thing she has in common with Emmanuel Chabrier https://t.co/N5hRSYYgBQ
4538,angela merkel,3,Would British politicians go to the opera? Angela Merkel flies the flag for German arts. http://t.co/8dr73y6lML
4539,angela merkel,3,"After that idiot, I'm definitely cheering on the Germans today. Starting a ""There's only one Angela Merkel"" chant 2nd half."
4540,angela merkel,3,Merkel the Great: Angela Merkel set to run for 4th term according to reports http://t.co/j5szzqs4In
4541,angela merkel,3,Angela Merkel plans to run for a 4th term in 2017 http://t.co/2Wi1rqaotD. If she wins she'd be Chancellor for 16 years
4544,angela merkel,3,Aktuell: Reports: Angela Merkel set for 4th term: There are no term limits in Germany and the last CDU chancel... http://t.co/gAJNA3ko4x
4545,angela merkel,3,Angela Merkel is expected to go see Tristan &amp; Isolde at Bayreuth. I want her job http://t.co/BY5mKC3S2z
4546,angela merkel,3,"#Germany's leader Angela Merkel @Angie_Merkel  to run for 4th term, she is in talks about her election campaign according to #DerSpiegel"
4548,angela merkel,3,"@cnni  Not to worry, Trump won't remember it tomorrow. But think about the ramifications of using this kind of language about Angela Merkel."
4549,angela merkel,3,Angela Merkel at the 3rd National Electric Mobility Conference in Berlin http://t.co/PX3hoGJEEq #emobility
4551,angela merkel,3,Migration the real European crisis - Angela Merkel https://t.co/9Z5Y9kEyVk
4553,angela merkel,3,Had a dream that Angela Merkel was trying to get me to snort coke with her at a music festival. Happy Wednesday everybody
4557,angela merkel,3,Angela Merkel Urges Brazil to Protect Amazon Rainforest: Brazil and Germany threw their weight Thursday behind the push for a global ...
4559,angela merkel,3,Angela Merkel and French President Francois Hollande will meet on Monday in Berlin to discuss the current migranT crisis solution to it
4561,angela merkel,3,On the BIG phone in today - Do you agree with Angela Merkel that the UK should take in more migrants? http://t.co/XwDX7uRa8w 9am @BBC3CR
4562,angela merkel,3,Germany Can Lead the Immigration Debate - Chancellor Angela Merkel said Tuesday that the migration crisis... http://t.co/cZk3s5jFZV
4564,angela merkel,3,"Illogical things are not Democracy. After Deutschen Nazis accussing Angela Merkel in betrayal, she may crack them by Police to be clear"
4566,angela merkel,3,"WASHINGTON, Aug 26 (Reuters) - President Barack Obama in a phone call with German Chancellor Angela Merkel on Wednesday voiced"
4567,angela merkel,3,Angela Merkel and Francois Hollande consider the conduct of the elections in DNR and LNR threat Minsk agreements  http://t.co/yDgdJSMWPG
4571,angela merkel,3,Angela Merkel's Humane Stance on Immigration: http://t.co/tOwxleCZnF Would that we heard more from the Canadian campaigns on this topic.
4572,angela merkel,3,Angela Merkel says pleased about France calling for talks on euro zone reforms: Merkel said on Monday ... http://t.co/86YUy752Dw #foxreg
4573,angela merkel,3,"EU may bring back border controls, Angela Merkel suggests: The German Chancellor says for the... http://t.co/Kfv9N04BvO #TheArkOfTwitter"
4574,angela merkel,3,"Angela Merkel told UK to take more of her 800,000 immigrants.That was April.Now she's putting in border controls http://t.co/lQNpkaGJZC"
4575,angela merkel,3,There can be no tolerance of those who question the dignity of other people. - Angela Merkel stood up to be counted http://t.co/J0vYptYqlB
4576,angela merkel,3,@ajweald   Daily Telegraph reports Angela Merkel has said the EU may be forced to bring back passport controls in the wake of the migration
4577,angela merkel,3,"EU may bring back border controls, Angela Merkel suggests http://t.co/SshQJHdPYy &lt; Admittance that she's been wrong all along? Hope so..."
4578,angela merkel,3,"Theresa May calls for a return to the original principle of EU free movement, Angela Merkel calls  - http://t.co/tQK56Nf5BO #GoogleAlerts"
4579,angela merkel,3,"There's no love lost btw them but Angela Merkel will present the biography of her predecessor Gerhard Schroeder on Sept 22, @Bild reports"
4580,angela merkel,3,"Closing the stable door etc - EU may bring back border controls, Angela Merkel suggests | via @Telegraph http://t.co/Qp1CWbGZL8"
4582,angela merkel,3,Chancellor Angela Merkel said Catalonia may have to reapply for EU membership if it seceded from Spain. #snp http://t.co/4LQN0JEyrr
4586,angela merkel,3,Did you know that 'Angela Merkel' was Trending Topic on Wednesday 2 for 6 hours in Sweden? http://t.co/lSI57oqQi0 #trndnl
4587,angela merkel,5,God bless Angela Merkel and the people of Germany . . . Leading the way. May the UK government follow their example http://t.co/GRAl0rMwv4
4589,angela merkel,3,@Smith_RFKennedy @nishelo why nobody have ever said it about any country outside Africa? : why Angela Merkel ran again for a 3rd term?
4590,angela merkel,3,Chancellor Angela Merkel leading the #exodus march to Germany  http://t.co/wQ1s3FxDD2 #MigrantMarch #migrantcrisis http://t.co/GvvYrjPcOP
4593,angela merkel,3,"Chancellor Angela Merkel planned to discuss Europe's migrant crisis with her coalition partners Sunday, as... http://t.co/Cvh6nkCxOQ"
4594,angela merkel,1,dear German citizens any concerns or criticisms you may have over my actions mean you are xenophobic and racist. i win love Angela Merkel
4595,angela merkel,3,"ANGELA MERKEL may be the most powerful politician in Europe, but she has rarely shown much inclination for bold... http://t.co/oOQdQdBWiT"
4602,apple,3,Tech Tuesday: Apple launches new iPhone with 'Force Touch' http://t.co/jRUi50Nt7J #newiphone
4603,apple,3,"They may have redesigned the Apple site but they kept the ""Taking the store down for an event"" bit - http://t.co/CfVKarc6t8 - Slow clap time"
4605,apple,3,"Rumors suggest no Apple event this October. So you mean all the iPads are on it's way today? Come on, now that's so much of writings."
4607,apple,3,"The Apple launch event will be going live by sharp 8:00 PM in Saudi Arabia, on this day, that's Wednesday."
4608,apple,3,@_tomcc @LiveHacksTwo Apple isn't done creating the iPhone 6s.. They do that Tuesday. I'm sure they have priorities.
4609,apple,5,Realising that its 9th sept today &amp; Apple will be announcing the new iphone at #AppleEvent today made my day!! #CantWait #Excited
4612,apple,3,I really hope Apple weighs a cup of nuts on the iPhone 6S (9th Generation iPhone)
4615,apple,3,Wednesday Apple reveals their new products...so u should set up an appt w/ your financial planner around the same time
4617,apple,3,Watch Apple's September 9 iPhone and more launch on @Livestream: http://t.co/ShAfxOU3bC If you have a few hours to kill.
4618,apple,3,What to expect from Apple in about 3 hours and 45 minutes http://t.co/zrO0lGoq8F
4619,apple,3,"7,000 seats for an Apple product announcement? iPhone is just upgrade. Apple/Siri TV may be big. I wonder who's playing? TayTay? Billy J.?"
4621,apple,3,@yxblyh We are hoping for the September 17th. Just waiting for approval from Apple.
4623,apple,3,"My predictions for the Apple event: Apple have bought Tesla, Uber and Google cars, as of tomorrow car ownership is now a thing of the past."
4624,apple,5,Here you go @tomiahonen: What to expect from Apple's BIG event http://t.co/oHobcFAYDo &gt;&gt; fallen off the chair with excitment.
4626,apple,3,iPhone 6s Launch: More Details Leak Ahead of Apple's September 9 Event: iPhone 6s launch on Wednesday is just ... http://t.co/087saYbnHj
4627,apple,3,"Apple's new announcements come Wednesday: Also likely - a new version of Apple TV, with a redesigned set-top b... http://t.co/nmvSLggqnr"
4629,apple,5,Excited to hear about the new tech today from Apple !! https://t.co/mlCNRQ53fk
4630,apple,3,Anyone interested to find out about the new iPhone - livestream from 5pm UK time on any Apple device http://t.co/Otz5JQX9y2
4633,apple,3,Today's Apple event can be streamed on a PC only with Microsoft Edge. Interesting. cc @jacobrossi http://t.co/epSi0uSTzL
4635,apple,3,"Apple product launch at 6pm UK time. I will race home to watch, get caught up in the hype, then calm down tomorrow and buy nothing."
4637,apple,5,Honestly. Sony getting feisty with Apple is like watching a Chihuahua yapping at a Rottweiler http://t.co/i32QKp2zTq
4638,apple,3,If it's U2 I'm breaking all my Apple devices https://t.co/2QcnbFssCj
4639,apple,3,"You can watch Apple's own stream of today's event, or you can read me making fun of it. YOU MUST CHOOSE http://t.co/4NiTirFq3Z"
4640,apple,5,The Apple event starts 10 minutes after I get out of Chemistry. I may be sprinting back to my dorm to catch it in time.
4642,apple,5,It's time! Come hang out with @nmiuga folks in the common area of the 4th floor of Grady to watch Apple's big announcements at 1PM!
4643,apple,5,Apple fans: today's the day to watch! #AppleEvent starts at 1pm EST. Watch it live at http://t.co/ReKWeYInd1 http://t.co/ElxJN8FkeU
4645,apple,3,Apple's Keynote set to start @ 12pm central time. Stream it here: http://t.co/UAaCqyE9LK
4651,apple,3,This may be more of an Apple revival meeting than a press conference. This is the employee registration line. http://t.co/TsL6CmiWox
4654,apple,3,"This chick bid on the 1st showcase (bunch of Apple products). Rookie mistake. 2d showcase was a trip, a TV and a car. Her face was hilarious"
4656,apple,3,Today's the 9th&amp;I forgot that Apple thing now I feel like those fans that wait for something from a band but it's just apple&amp;I won't get it
4657,apple,3,Apple has an event at 08:00 PM  Watch it live thru this link  http://t.co/8WbTYfnafV  #AppleEvent  #AppleLive
4659,apple,3,#apple A look at the evolution of Apple's iPhone: Apple will unveil the new iPhone on Wednesday. The next iPho... http://t.co/TEDe4E4fuA
4663,apple,3,"99% no one is dropping an album at today's Apple event. Free trial period ends Sept 30. If anything, it'll be after to encourage renewals."
4668,apple,3,@LoyalSHA there's no word that he signed over to Apple yet but may be true.
4675,apple,3,"a) Watch the Apple event, despite having little interest in what may be announced  OR  b) Keep working, catch highlights later  Leaning A :/"
4679,apple,3,You lot may want to mute or unfollow for the next goodness knows how long this Apple event is going to last.  I fear a rant may come on.
4687,apple,3,"So the Apple event stream doesn't allow it to be streamed in Chrome or Firefox, but does allow the Edge browser o.O http://t.co/yJddpI7qsE"
4695,apple,3,Amused by the 2nd hand commentary on the Apple keynote this morning. #techthings #wheretheladies
4697,apple,3,#Tech Apple announces major update to the Apple Watch for September 16th http://t.co/HxjB93UKpg http://t.co/45hl0h59hZ
4704,apple watch,3,Been using the @Pebble watch for a few days now and going to compare it to the Apple Watch tomorrow on OMN. http://t.co/niTtPVnNTT
4708,apple watch,3,Apple Watch will Arrive at Best Buy on August 7: This greater availability of the Apple Watch may pla... http://t.co/VZsmFDBtNL #AppleTV
4709,apple watch,3,Best Buy Canada to begin selling the Apple Watch on August 14th: A subsidiary of Advanced Semiconductor Engine... http://t.co/EuHPuCCz6C
4712,apple watch,3,@StocardApp tried on Apple Watch at AH: impossible to hold watch before scan at desk. Turn it upside down may help!
4716,apple watch,3,@BestBuy - What time does the Apple Watch go on sale this Friday?
4719,apple watch,3,"Microsoft brings Outlook to Apple Watch: Microsoft made a bigger push in the wearables market on Thursday, but... http://t.co/UobTk8Yrrb"
4720,apple watch,3,"Sigh, my Apple Watch just informed me ""TIME TO STAND"" literally right after I sat down after walking to get a cup of coffee."
4721,apple watch,5,"Apple Watch may be a game changer when it comes to fitness activities, but not everyone has jumped on that... http://t.co/lWm6jI9kar"
4722,apple watch,3,The MiniSuit SPORTY armband lets you carry your iPhone 6 and your keys while working out: Apple Watch may be a... http://t.co/HHk2xcmhOb
4723,apple watch,3,The Apple Watch has drastically lowered sales of this product: It may be unsurprising that the Apple AA... http://t.co/zktCqxPJ17 #Apple
4724,apple watch,3,"Apple Watch Arrived At Best Buy Today  Best Buy began selling the Apple Watch on Friday, becoming the first... http://t.co/euhlMuQpjN"
4726,apple watch,3,"July 27 Reuters - The Apple Watch will be available at stores of Best Buy Co Inc, the largest U"
4728,apple watch,3,"Since I can't jailbreak the Apple Watch, the theming platform may have to been an app to download icon packs, and then the user 1/2"
4734,apple watch,3,"Everyone is invited this Wednesday.  To be in the drawing for the Apple Watch, bring your backpack for the... http://t.co/W40a3MC5up"
4736,apple watch,3,"Mobile News AppYea Prepping New Mobile App for Apple Watch - On Tuesday morning, MMW was briefed by the crew at Ap... http://t.co/SA5Cl5CGvg"
4737,apple watch,3,"UBS: Interest in Apple Watch 'Tepid' - It sounds like Apple Watch is hot, but interest in the smartwatch may actua... http://t.co/vtGLpkHLld"
4740,apple watch,3,". #bostonfest! We're walking around now and if we see you wearing our tshirts, one of our team may give you an Apple Watch!"
4741,apple watch,3,A crappy cycling app that doesn't even support the Apple Watch faved this tweet: https://t.co/a7l268vqeX
4742,apple watch,3,"You'll be able to buy the Apple Watch from select Harvey Norman, Domayne, JB Hi-Fi and Myer stores from tomorrow   http://t.co/tcevd3nww8"
4743,apple watch,3,"Ever since the launch of the Apple Watch in late April, each of the bands for the wearable have become available... http://t.co/mPIEC8t4qu"
